Gene ID	source_id	scaled sense - 40-5 hours post-invasion - unique only	scaled sense - 2-10 hours post-invasion - unique only	scaled sense - 7-15 hours post-invasion - unique only	scaled sense - 12-20 hours post-invasion - unique only	scaled sense - 17-25 hours post-invasion - unique only	scaled sense - 22-30 hours post-invasion - unique only	scaled sense - 27-35 hours post-invasion - unique only	scaled sense - 32-40 hours post-invasion - unique only	Gene Name or Symbol	sense - T05 - unique only	sense - T10 - unique only	sense - T15 - unique only	sense - T20 - unique only	sense - T25 - unique only	sense - T30 - unique only	sense - T35 - unique only	sense - T40 - unique only	3D7 2020 sense - 0hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 8hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 16hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 24hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 32hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 40hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 48hr 3D7 DAFT-seq - unique only
PF3D7_1302050	PF3D7_1302050.1	93.48	153.59	194.09	63.83	40.27	3.09	25.64	18.26	N/A	139.6	379.07	262.08	39.52	2.54	9.71	0	4.96	580.17	540.8	139.49	34.98	17.71	44.32	214.32
PF3D7_1302100	PF3D7_1302100.1	600.34	293.12	140.37	94	375.93	2589.87	12644.19	22755.77	G27/25	219.76	179.1	109.86	53.75	180.05	924.86	1415.2	2040.71	4587.79	3418.55	1849.36	1875.51	2369.95	5010.66	5321.83
PF3D7_1302200	PF3D7_1302200.1	55.59	12.23	3.34	0.22	8.18	37.85	72.36	31.79	UIS3	54.95	31.45	5.22	1.09	4.03	16.04	11.84	7.2	27.69	10.26	6.42	8.32	12.06	19.04	33.68
PF3D7_1302300	PF3D7_1302300.1	91.23	34.24	40.66	30.1	142.68	312.49	757.08	507.82	N/A	141.46	143.91	90.31	86.49	98.4	199.88	144.6	76.39	202.17	92.25	74.84	131.55	97.86	99.59	103.69
PF3D7_1302400	PF3D7_1302400.1	4.32	2.09	3.97	3.06	7.33	4.57	27.13	21.04	N/A	8.62	5.8	7.38	6.19	2.09	6.1	6.98	10.77	6.02	8.65	13.08	10.52	6.99	10.94	14
PF3D7_1302500	PF3D7_1302500.1	11.33	20.91	31.18	23.52	80.05	184.5	463.41	395.86	N/A	19.36	34.68	42.1	35.3	35.99	77.74	71.07	49.73	94.17	140.67	94.35	116.8	105.17	89.16	96.56
PF3D7_1302600	PF3D7_1302600.1	68.67	116.69	156.17	148.83	422.6	592.98	851.2	556.44	DOHH	80.99	173.42	223.42	195.05	166.76	134.39	122.17	62.57	97.98	163.76	146.38	117.37	86.87	63.47	88.21
PF3D7_1302700	PF3D7_1302700.1	79.61	132.85	180.07	173.17	557.95	607.92	575.93	232.01	N/A	112.33	246.23	295.38	259.65	235.99	162.1	80.31	30.21	171.51	271.01	247.02	177.38	85.34	71.4	125.98
PF3D7_1302800	PF3D7_1302800.1	173.41	391.36	792.45	926.46	3893.17	4231.99	6366.1	4590.97	N/A	287.67	950.53	1472.05	1967.13	2028.48	1632.53	1136.96	521.84	554.4	1090.73	1226.26	1183.2	490.06	324.25	425.99
PF3D7_1302900	PF3D7_1302900.1	0.96	0.71	1.06	4.72	83.54	192.53	236.72	80.64	N/A	2.45	1.59	2.68	16.79	55.57	63.29	31.63	12.13	27.45	30.92	37.12	73.17	26.81	23.71	21.63
PF3D7_1303000	PF3D7_1303000.1	24.33	5.99	11.2	47.33	351.39	761.63	2339.58	2101.75	ATPTG13	27.01	10.14	21.73	102.55	223.15	392.82	405.96	219.48	58.62	96.01	111.57	240.22	97.09	87.44	53.56
PF3D7_1303100	PF3D7_1303100.1	7.26	2.08	5.14	23.35	199.86	494.85	1355.46	1057.38	N/A	19.81	6.09	8.83	55.86	120.58	224.98	227.88	123.74	46.33	56.26	85.45	138.4	73.64	63.02	46.48
PF3D7_1303200	PF3D7_1303200.1	6.33	1.68	3	3.79	31.29	163.04	733.59	830.2	VAMP8	16.5	6.28	7.32	8.79	34.49	124.7	195.23	135.87	21.17	16.25	8.43	32.92	24.88	23.42	15.58
PF3D7_1303200	PF3D7_1303200.2	6.33	1.68	3	3.79	31.29	163.04	733.59	830.2	VAMP8	16.5	6.28	7.32	8.79	34.49	124.7	195.23	135.87	21.17	16.25	8.43	32.92	24.88	23.42	15.58
PF3D7_1303300	PF3D7_1303300.1	7.81	5.24	22.71	30.42	117.35	202.91	320.09	190.56	N/A	8.83	9.69	39.26	59.61	61.22	77.75	54.33	31.43	77.96	96.13	100.63	113.74	75.89	51.39	54.2
PF3D7_1303400	PF3D7_1303400.1	277.02	243.18	298.67	230.25	770.5	929.58	1427.49	1157.63	LisH	423.2	552.67	479.83	404.08	371.46	315.11	301.23	238.29	287.34	287.07	218.67	212.43	188.93	143.25	201.74
PF3D7_1303500	PF3D7_1303500.1	230.11	123.94	184.04	106.74	149.75	220.95	486.38	1331.88	NHE	362.33	274.88	244.19	137.01	67.37	86.56	110.29	386.79	283.44	237.86	143.55	116.17	204.13	343.26	281.49
PF3D7_1303600	PF3D7_1303600.1	27.3	8.73	15.97	15.12	44.45	61.76	97.24	226.58	N/A	37.38	23.48	26.98	38.76	22.76	25.99	24.31	53.79	44.33	41.31	27.18	28.37	21.67	36.31	24.54
PF3D7_1303700	PF3D7_1303700.1	21.06	4.29	3.27	2.29	8.62	12.97	140.51	646.03	N/A	31.94	11.69	5.14	3.72	3.26	11.43	49.1	93.06	71.22	55.83	40.1	42.16	85.25	102.06	79.94
PF3D7_1303800	PF3D7_1303800.1	6.65	1.5	1.34	1.31	45.16	241.21	694.2	625.39	N/A	20.35	6.69	2.21	3.89	46.99	99.03	132.74	101.97	118.63	87.29	83.33	246.18	265.91	174.26	119.59
PF3D7_1303900	PF3D7_1303900.1	4.27	4.4	2.66	4.73	4.21	29.41	85.8	96.66	N/A	1.85	2.33	0	1.91	1.68	4.21	6.31	9.45	10.65	12.42	14.37	8.8	10.89	12.64	13.13
PF3D7_1304000	PF3D7_1304000.1	43.71	5.44	2.29	1.08	11.57	128.45	610.73	1055.7	CAPH	64.97	19.6	3.61	1.33	13.04	71.44	120.82	181.38	54.02	40.18	21.42	74.02	105.57	115.69	68
PF3D7_1304100	PF3D7_1304100.1	39.08	4.73	1.15	2.4	31.48	95.26	307.66	349.57	LigI	53.9	13.04	2.4	4.91	19.65	45.23	58	64.36	75.39	46.05	38.2	81.88	113.27	149.78	114.06
PF3D7_1304200	PF3D7_1304200.1	84.76	12.43	10.48	19.86	76.92	68.33	104.03	95.31	MIT2	116.47	51.08	24.33	46.64	29.21	22.41	14.41	40.04	76.75	46.83	30.99	32.39	22.78	91.55	73.76
PF3D7_1304200	PF3D7_1304200.2	84.76	12.43	10.48	19.86	76.92	68.33	104.03	95.31	MIT2	116.47	51.08	24.33	46.64	29.21	22.41	14.41	40.04	76.75	46.83	30.99	32.39	22.78	91.55	73.76
PF3D7_1304300	PF3D7_1304300.1	10.05	7.25	15.97	16.88	76.14	91.51	183.64	126.18	N/A	31.41	18.67	24.94	33.23	30.15	35.54	30.45	14.58	25.87	28.88	24.27	40.05	16.66	13.01	14.81
PF3D7_1304400	PF3D7_1304400.1	34.29	64.87	136.73	114.31	396.34	482.9	1162.76	1616.66	N/A	87.47	172.79	268.71	264.11	185.88	218.55	294.73	308.71	177.05	232.83	164.18	185.24	204.28	155.86	146.8
PF3D7_1304500	PF3D7_1304500.1	11.91	5.74	3.29	9.1	437.4	1168.78	2383.48	1488.55	N/A	16.32	8.44	7.66	60.17	328.77	467.43	385.04	155.56	124.2	106.59	106.82	237.69	145.13	85.92	82.31
PF3D7_1304600	PF3D7_1304600.1	2.02	0.81	0.48	3.85	121.78	275.69	499.73	258.36	N/A	2.35	0.71	0.63	13.02	49.62	70.41	52.25	25.15	44.31	42	57.93	103.31	93.97	55.03	43.95
PF3D7_1304700	PF3D7_1304700.1	8.02	2.35	2.03	1.78	56.51	145.09	268.1	227.04	CYC4	13.06	4.39	1.34	9.92	32.02	54.72	36.16	25.97	12.83	14.44	16.11	33.88	20.52	22.74	22.97
PF3D7_1304800	PF3D7_1304800.1	6.92	20.65	27.56	26.49	91.66	190.67	196.09	50.13	N/A	23.96	45.92	30.77	53.6	34.8	45.45	18.19	12.25	115.52	239.06	290.88	145.48	151.44	103.23	143.84
PF3D7_1304900	PF3D7_1304900.1	28.52	40.61	75.66	54.13	276.06	361.28	587.18	487.9	RPB11	43.84	89.29	109.19	124.86	123.74	141.03	103.79	63.63	62.16	88.81	84.13	82.53	56.37	44.42	45.07
PF3D7_1305000	PF3D7_1305000.1	18.57	2.9	1.79	2.23	59.02	273.08	684.16	850.57	N/A	36.46	11.28	3.6	4.72	48.6	108.46	132.25	142.57	66.77	49.89	46.09	143.82	163.69	135.59	83.66
PF3D7_1305100	PF3D7_1305100.1	18.28	2.36	1.36	0.61	37.73	172.03	663.56	1255.16	AMR3	47.74	12.13	3.8	2.98	38.01	90.23	165.42	191.87	67.42	40.27	37.74	89.08	130.44	99.02	70.16
PF3D7_1305200	PF3D7_1305200.1	2.99	0.1	0.13	0.28	11.89	91.36	229.57	221.96	ApiAP2	6.53	3.86	0.89	1.49	18.31	40.82	50.59	37.21	16.98	18.53	12.47	41.87	28.27	24.78	20.27
PF3D7_1305300	PF3D7_1305300.1	20.34	79.64	149.01	140.41	405.04	597.45	932.37	512.19	GCN1	41.95	153.15	223.21	202.75	193.6	189.93	150.2	69.04	165.65	259.01	212.23	262.31	166.08	102.78	118.33
PF3D7_1305400	PF3D7_1305400.1	6.26	32.8	66.98	61.65	236.57	324.7	578.38	354.15	N/A	16.11	59.82	104.21	126.77	109.85	113.74	104.35	49.03	44.97	99.49	62.89	101.36	53.21	34.53	37.27
PF3D7_1305500	PF3D7_1305500.1	2.34	5.48	10.39	11.27	80.42	123.5	184.86	125.31	MKP1	5.51	10.91	24.24	31.37	46.09	43.68	28.9	19.01	30.86	30.51	31.45	36.37	27.68	18.78	23.59
PF3D7_1305600	PF3D7_1305600.1	10.25	3.22	2.32	2.31	31.13	183.43	956.93	1266.04	S2P	17.25	6.83	1.43	3.47	25.41	107.38	203.41	159.59	49.64	45.05	41.34	76.01	63.98	69.62	55.75
PF3D7_1305700	PF3D7_1305700.1	1.66	2.17	0.83	4.11	159.49	365.47	343.33	121.37	N/A	0	0.97	0.47	7.53	37.18	45.37	21.79	10.6	7.51	15.13	9.8	18.22	13.46	9.89	18.26
PF3D7_1305800	PF3D7_1305800.1	3.11	0.15	0.77	1.24	1.23	9.82	12.71	9.68	N/A	5.05	5.09	2.33	1.12	2.69	3.32	4.34	4.59	14.11	18.13	18.13	10.85	8.98	11.97	17.5
PF3D7_1305900	PF3D7_1305900.1	15.54	6.29	15.34	31.35	352.65	554.56	647.58	369.03	N/A	16.77	9	20.19	79.12	131.07	143.04	69.81	45.45	59.85	80.38	92.71	150.83	84.05	73.71	72.04
PF3D7_1306000	PF3D7_1306000.1	17.53	1.65	0.85	0.2	1.13	2.62	29.35	411.09	N/A	36.56	9.03	1.53	0.31	0.85	1.87	16.36	100.98	49.37	13.35	5.02	14.52	87.52	108.8	58.51
PF3D7_1306100	PF3D7_1306100.1	7.6	0.56	1.18	0.84	14.22	91.57	380.3	492.27	N/A	21.78	3.32	3.25	0.34	14.33	41.47	75.51	80.88	22.81	15.93	5.3	23.16	33.17	25.86	15
PF3D7_1306200	PF3D7_1306200.1	11	1.55	0.93	0.39	11.96	136.31	978.02	1908.04	N/A	30.54	6.05	1.41	0.39	18.73	105.35	223.55	226.22	47.65	25.39	15.02	83.97	117.99	70.9	36.46
PF3D7_1306300	PF3D7_1306300.1	1.36	0.62	0.28	0.32	46.35	157.65	351.59	158.02	N/A	1.47	0.69	0.68	1.71	28.61	59.78	44.9	20.42	25.32	26.2	31.46	66.03	45.1	32.6	29.35
PF3D7_1306400	PF3D7_1306400.1	154.33	58.35	115.63	191.54	812.64	1365.9	3514.65	6014.06	RPT4	322.48	145.72	257.93	391.5	526.92	612.96	966.52	1073.97	200.13	214.39	260.07	343.12	293.35	289.04	209.44
PF3D7_1306500	PF3D7_1306500.1	2.65	1.33	1.77	1.99	12.07	19.4	26.45	16.98	N/A	6.02	4.3	2.91	2.9	5.74	6.26	3.92	6.23	32.99	37.67	32.96	29.9	21.51	22.94	33.51
PF3D7_1306600	PF3D7_1306600.1	10.15	13.87	29.88	41.4	178.09	256.98	453.27	652.97	N/A	21.66	34.98	66.8	103.54	101.29	109.04	102.33	93.64	66.36	111.58	118.5	150.76	112.2	113.5	77.67
PF3D7_1306700	PF3D7_1306700.1	3.1	1	1.36	0.32	3.16	76.92	277.8	186.31	N/A	8.82	4.29	2.18	1.18	11.9	66.84	75.74	42.3	31.04	25.2	17.35	46.28	40.81	33.93	28.26
PF3D7_1306800	PF3D7_1306800.1	77.05	58.03	91.89	81.5	336.75	455.05	742.72	981.01	N/A	136.42	153.9	177.16	185.46	164.21	139.01	163.72	163.61	174.57	141.84	145.62	130.89	140.45	133.7	130.42
PF3D7_1306900	PF3D7_1306900.1	23.06	40.14	50.17	48.59	183.71	235.46	430.61	443.39	SNRPA	36.79	60.21	64.38	76.34	72.33	66.5	73.47	45.95	68.7	98.42	106.27	96.9	77.88	71.97	76.59
PF3D7_1307000	PF3D7_1307000.1	46.26	75	112.92	88.62	340.18	491.93	1298.22	706.05	RRP40	64.21	154.19	198.37	194.54	181.45	227.61	209.69	94.86	95.92	131.57	147.89	136.48	78.34	76.16	73.49
PF3D7_1307100	PF3D7_1307100.1	69.12	128.81	207.42	170.94	521.34	653.78	985.6	483.74	UTP6	117.34	236.55	297.67	258.58	214.82	186.45	143.97	66.34	156.26	172.67	130.73	128.33	87.48	68.04	88.14
PF3D7_1307200	PF3D7_1307200.1	22.87	45.71	90.16	90.33	357.88	537.33	1150.73	1562.89	N/A	71.49	134.46	232.57	240.55	261.29	295.28	345.91	325.35	118.21	112.73	128.81	122.12	128.49	84.04	71.83
PF3D7_1307300	PF3D7_1307300.1	2.23	10.3	21.88	26.3	131.1	209.41	392.18	263.89	DBP6	7.36	17.99	38.44	52.28	68.93	81.1	58.61	33.15	52.65	82.36	65.21	93.88	48.92	40.25	40.67
PF3D7_1307400	PF3D7_1307400.1	7.44	0.33	0.56	0.1	1.33	1.93	5.35	5.08	N/A	8.26	1.96	1.2	1.21	0.53	2.03	0.37	4.55	15.01	4.03	3.32	2.13	3.89	4.63	9.46
PF3D7_1307500	PF3D7_1307500.1	840.19	92.61	34.08	8.96	18.26	43.03	45.9	164.49	N/A	734.71	329.13	47	10.42	6.49	13.69	8.72	110.12	224.06	69.13	27.39	17.35	25.95	117.97	155.91
PF3D7_1307600	PF3D7_1307600.1	70.85	17.32	7.71	17	82.94	184.89	574.03	1024.76	rpoA	99.41	33.69	11.22	32.69	41.81	72.2	126.46	130.34	121.43	84.74	75.39	119.48	120.63	139.16	123.82
PF3D7_1307700	PF3D7_1307700.1	96.88	26.29	30.18	34.31	112.33	133.25	280.83	478.86	N/A	144.14	72.35	55.21	67.67	49.83	61.48	71.32	88.86	241.36	175.72	110.79	155.46	138.69	166.33	184.27
PF3D7_1307800	PF3D7_1307800.1	25.67	72.47	190.93	211.48	986.19	1320.68	2068.54	1145.75	CEP170	52.29	163.19	375.81	473.23	597.49	519.64	401.23	181.69	95.07	110.5	142.53	143.56	113.11	77.38	83.65
PF3D7_1307900	PF3D7_1307900.1	150.05	10.09	3.74	2.17	4.9	17.03	85.75	1523.06	N/A	231.13	51.5	6.93	2.41	4.45	8.44	45.62	351.16	96.18	24.82	9.4	16.4	73.23	115.97	77.13
PF3D7_1308000	PF3D7_1308000.1	745.2	59.91	18.25	6.75	9.96	35.01	325.96	3172.85	N/A	875.43	231.34	25.94	4.95	2.33	20.81	111.46	856.27	239.68	63.33	25.96	31.4	156.7	305.28	217.97
PF3D7_1308100	PF3D7_1308100.1	14.35	2.9	0.54	0.77	81.82	367.46	1020.17	981.84	N/A	26.47	5.25	3.97	3.72	69.19	140.09	151.85	110.78	30.22	25.63	24.58	75.13	48.63	42.48	29.95
PF3D7_1308200	PF3D7_1308200.1	205.39	377.05	616.41	704.7	2867.17	3476.27	4313.47	2336.89	cpsSII	289.33	597.98	788.81	1010.11	1167.43	887.35	599.83	224.55	260.72	488.87	451.34	530.53	204.09	131.87	155.92
PF3D7_1308300	PF3D7_1308300.1	218.42	517.13	935.55	969.36	4280.3	4631.93	7000.75	6375.96	RPS27	278.91	673.44	1090.82	1354.66	1300.81	1021.07	778	409.14	352.77	631.83	779.7	650.9	425.21	272.21	352.71
PF3D7_1308400	PF3D7_1308400.1	17.98	14.98	30.97	43.14	208.77	315.58	711.7	1000.07	N/A	40.37	28.51	48.3	71.21	84.55	94.77	129.9	145.07	150.91	137.05	159.24	240.13	310.97	229.88	147.89
PF3D7_1308500	PF3D7_1308500.1	47.81	8.23	5.1	3.04	84.62	202.11	511.71	352.5	N/A	87.01	41.72	14.95	20.86	78.65	137.7	108.67	74.26	121.67	79.19	91.19	126.78	107.62	102.08	113.76
PF3D7_1308600	PF3D7_1308600.1	1.48	0.45	0.14	0.31	22.03	76.22	145.58	95.86	N/A	2.68	0.94	0.49	2.07	22.45	36.94	27.54	14.29	21.42	16.73	19.39	41.58	32.05	20.63	17.45
PF3D7_1308700	PF3D7_1308700.1	42.89	6.99	4.59	4.02	142.53	442.03	1025.64	1368.95	N/A	117.12	31.37	9.52	12.34	152.66	212.26	299.95	291.95	133.36	68.82	77.32	143.19	204.55	140.99	116.62
PF3D7_1308800	PF3D7_1308800.1	32.83	7.44	3.8	5.98	83.11	306.05	1351.53	2429.13	INT	52.22	15.38	4.52	7.9	49.65	117.05	244.77	273.37	76.54	60.78	60.85	114.82	200.99	157.48	105.4
PF3D7_1308900	PF3D7_1308900.1	12.32	49.65	138	142.24	287.49	349.46	701.88	780.25	DCP2	26.49	84.66	174.8	202.85	123.95	116.87	152.93	112.87	134.05	218.78	235.64	207.59	213.33	160.17	143.23
PF3D7_1309000	PF3D7_1309000.1	29.93	107.06	186.11	161.95	705.1	917.75	1460.87	1042.94	N/A	56.59	159.94	254.23	313.72	277.26	204.42	172.82	95.92	82.53	218.89	201	161.1	82.79	52.76	75.47
PF3D7_1309100	PF3D7_1309100.1	535.48	1601.26	2485.85	3553.42	9929.36	14719.14	19365.78	14866.95	N/A	587.39	1599.09	3006.17	3418.39	3667.15	2372.62	2229.83	1374.39	623.39	1058.13	1465.7	985.87	639.92	433.59	513.4
PF3D7_1309120	PF3D7_1309120.1	7.98	14.62	38.67	31.67	157.71	112.37	223.21	211.97	N/A	6.45	39.94	53.68	88.51	48.16	46.12	38.46	32.96	36.64	25.49	23.76	35.06	26.67	7.64	14.95
PF3D7_1309200	PF3D7_1309200.1	148.4	38.52	64.68	130.29	314.02	496.38	793.35	1533.64	PPM6	133.52	50.5	78.17	106.06	92.78	90.12	99.67	239.12	178.03	156.32	164.89	160.5	224.72	297.03	233.54
PF3D7_1309300	PF3D7_1309300.1	110.53	244.9	372.32	281.6	605.9	694.24	1255.28	1417.4	PRPF3	187.84	427.4	493.71	372.1	246.99	233.02	241.18	244.79	301.27	400.73	301.29	266.32	283.49	226.38	245.19
PF3D7_1309400	PF3D7_1309400.1	47.64	22.2	34.75	67.44	231.69	465.86	1170.58	1772.78	N/A	90.14	46.72	60.61	78.3	97.49	116.42	207.14	247.9	99.93	102.82	113.84	157.61	270.29	231.99	173.11
PF3D7_1309500	PF3D7_1309500.1	20.72	64.51	133.37	104.02	356.75	474.62	913.6	793.95	GAR1	38.24	128.64	190.6	186.29	147.69	146.51	119.91	66.91	98.18	107.08	92.38	93.66	56.96	38.29	48.92
PF3D7_1309600	PF3D7_1309600.1	6.05	27.14	41.91	36.86	111.5	201.11	400.85	196.75	N/A	13.23	45.81	75.49	61.01	57.79	69.96	50.52	24.9	33.72	66.12	62.33	62.01	35.34	40.86	39.9
PF3D7_1309700	PF3D7_1309700.1	5.68	17.41	28.61	40.58	107.92	148.06	239.13	238.12	VPS18	9.16	18.71	36.44	43.27	35.69	33.89	28.71	28.22	64.61	109.33	104.03	114.09	92.23	67.24	59.64
PF3D7_1309800	PF3D7_1309800.1	5.54	2.3	1.97	2.13	133.01	609.71	1169.79	450.35	N/A	5.34	3.32	0.81	4.88	77.4	147.69	109.21	37.23	37.16	32.84	43.66	97.3	68.76	52.14	42.47
PF3D7_1309900	PF3D7_1309900.1	0.97	0.64	0.16	0.35	8.7	92.44	246.82	110.99	N/A	1.41	0.57	0	1.63	17.35	46.91	41.18	9.82	8.25	6.45	8.75	24.07	12.84	11.63	10.49
PF3D7_1310000	PF3D7_1310000.1	6.39	0.36	1.97	1.08	23.02	101.95	273.45	341.51	OSCP	11.06	8.76	4.16	4.8	21.61	44.94	42.97	40.6	57.09	43.55	35.96	75.17	50.54	50.53	40.82
PF3D7_1310100	PF3D7_1310100.1	3.14	0.89	0.75	0.65	24.06	136.67	354.45	163.18	N/A	5.53	1.51	1.02	2.48	22.66	52.46	38.91	18.52	50.06	43.96	36.68	56.25	40.09	36.07	39.26
PF3D7_1310200	PF3D7_1310200.1	138.34	8.05	2.16	0.85	4.94	4.43	11.82	344.36	N/A	145.62	45.04	6.39	1.04	0.15	2.53	4.59	146.85	75.2	27.25	12.19	9.93	53.68	140.1	112.31
PF3D7_1310300	PF3D7_1310300.1	77.2	17.13	10.05	10.86	45.2	75.74	124.26	99.98	N/A	94.7	32.42	20.35	25.6	26.07	29.01	21.32	13.96	46.42	22.99	14.09	24.11	9.87	20.27	32.93
PF3D7_1310400	PF3D7_1310400.1	96.35	44.7	61.13	75.03	312.37	387.19	539.4	258.55	N/A	154.89	104.33	117.82	148.07	155.13	138.32	84.32	40.86	206.36	169.03	168.71	159.15	108.92	110.21	173.6
PF3D7_1310500	PF3D7_1310500.1	9.7	28.58	59.89	52.93	218.13	273.98	638.86	687.42	EMC7	28.45	67.19	103.35	130.27	100.7	94.6	118.51	86.46	39.64	42.98	46.43	57.58	39.96	31.72	23.23
PF3D7_1310600	PF3D7_1310600.1	214.26	15.99	5.2	9.55	221.53	288.45	458.22	1059.59	RAB5b	146.98	37.31	5.49	18.94	48.31	49.39	50.62	166.37	108.1	49.63	53.74	52.42	110.28	198.29	149.34
PF3D7_1310700	PF3D7_1310700.1	4274.33	732.43	142.37	31.69	32.83	89.08	36.53	373.49	PIC5	3544.94	1531.41	179.11	29.52	10.41	10.25	8.6	332.9	2819.39	561.86	224.21	64.79	311.92	1641.07	2503.43
PF3D7_1310800	PF3D7_1310800.1	8.08	29.72	52.85	57.82	235.93	311.1	318.64	202.88	N/A	12.45	48.47	84.59	100.39	102.25	88.86	48.63	25.77	49.51	101.58	89.27	106.52	40.83	32.5	38.41
PF3D7_1310900	PF3D7_1310900.1	7.26	13.1	13.6	31.79	108.27	290.88	434.11	452.11	N/A	6.7	7.39	13.23	24.97	35.26	45.1	53.71	35.13	25.86	43.9	56.06	60.85	70.61	40.53	48.93
PF3D7_1311000	PF3D7_1311000.1	7.44	20.34	39.32	25.62	84.09	88.3	166.25	94.03	ISD11	15.53	42.98	60.95	54.06	44.49	38.39	17.52	10.21	29.78	70.65	49.17	50.72	10.48	13.6	14.39
PF3D7_1311100	PF3D7_1311100.1	16.13	54.22	78.57	37.73	74.58	62.82	41.61	28.33	N/A	38.18	154.63	170.32	94.61	45.07	25.91	15.33	15.33	103.11	76.47	72.44	29.04	24.19	30.09	57.36
PF3D7_1311200	PF3D7_1311200.1	6.45	4.86	24.39	33.3	180.9	237.95	437.95	433.06	N/A	17.51	12.83	36.93	72.1	83.63	80.76	77.51	65.5	39.62	81.26	68.76	114.06	50.22	41.36	31.61
PF3D7_1311300	PF3D7_1311300.1	13.13	4.92	3.48	11.06	75.42	348.87	879.62	833.89	N/A	10.6	3.06	1.25	8.16	26.77	62.25	76.86	58.5	35.97	30.16	41.77	81.53	101.36	69.79	53.68
PF3D7_1311400	PF3D7_1311400.1	39.08	64.74	137.35	134.65	452.19	695.56	1753.26	2069.96	AP1M1	60.01	93.49	147.22	174.45	162.07	210.24	258.75	223.42	135.98	197.36	163.17	202.43	189.98	143.85	120.68
PF3D7_1311500	PF3D7_1311500.1	380.22	214.83	208.64	302.65	937.1	1844.77	4468.48	7354.78	RPT1	228.37	131.71	166.21	171.17	211.36	265.48	481.03	598.51	197.54	249.2	277.47	310.7	402.83	423.11	303.34
PF3D7_1311600	PF3D7_1311600.1	89.43	44.79	74.63	49.38	161.97	163.37	234.9	400.77	N/A	154.3	143.77	145.75	127.4	93.49	76.35	60.87	132.68	148.27	134.27	96.21	89.53	78.08	111.99	103.54
PF3D7_1311700	PF3D7_1311700.1	7.37	36.84	69.78	53.13	189.97	312.17	366.98	131.63	N/A	10	57.08	92.71	100.69	96.89	87.54	48.31	16.38	33.26	57.94	77.55	56.82	29.8	25.46	36.66
PF3D7_1311800	PF3D7_1311800.1	320.82	413.95	685.98	869.39	3503.5	4122.45	5220.66	2407.3	M1AAP	416.14	822.62	1080.2	1556.72	1369.17	1130.35	699.9	202.23	452.42	1021.16	718.49	969.39	251.18	207.83	325.22
PF3D7_1311900	PF3D7_1311900.1	95.72	144.34	251.81	363.86	1079.21	1564.34	3000.44	3747.92	vapA	93.6	99.8	188.42	250.89	230.56	264.42	280.02	313	157.63	260.3	300.67	308.27	339.31	282.91	232.92
PF3D7_1312000	PF3D7_1312000.1	2.59	0.77	0.98	0.57	0.56	1.23	43.23	81.94	MCAT	3.55	2.34	1.22	0.51	0.56	4.68	9.73	13.68	15.35	20.79	13.23	12.32	8.24	14.81	15.16
PF3D7_1312100	PF3D7_1312100.1	23.52	3.16	1.9	1.19	5.2	41.2	327.05	974.25	N/A	68.07	18.1	3.63	1.31	7.5	35.93	123.99	221.07	89.72	43.8	33.48	64.95	149.43	139.53	90.96
PF3D7_1312200	PF3D7_1312200.1	7.62	0.7	0.74	0	23.54	96.66	231.03	329.18	N/A	14.99	4.43	0	0.64	18.77	45.49	40.42	46.24	24.36	14.94	12.36	37.49	28.94	22.04	18.25
PF3D7_1312300	PF3D7_1312300.1	4.04	1.09	0.97	0.49	16.25	118.28	284.51	294.4	N/A	6.51	2.67	1.67	1	24.68	69.13	65.7	38.81	18.17	23.67	21.96	33.9	31.94	26.93	28.95
PF3D7_1312400	PF3D7_1312400.1	1.27	0.3	0.19	0.2	9.81	45.25	91.2	54.86	IF2a	2.53	1.07	0.4	1.15	16.66	32.14	26.03	15.72	16.16	18.09	17.4	48	28.78	23.85	18.89
PF3D7_1312450	PF3D7_1312450.1	28.94	15.36	8.47	3.62	10.73	11.72	4.64	80.88	ARA1	11.78	14.85	2.91	6.1	3.21	2.23	1.12	6.27	20.06	26.81	33.52	23.72	20.19	32.94	35.82
PF3D7_1312500	PF3D7_1312500.1	121.5	23.7	8.09	3.75	6.76	15.34	44.98	91.29	N/A	126.62	56.22	9.05	1.27	0.95	6.79	5.3	16.08	185.37	77.12	44.86	26.44	29.26	101.86	195.85
PF3D7_1312600	PF3D7_1312600.1	80.96	9.52	3.68	2.45	6.73	87.72	804.1	1389.58	BCKDHA	98.59	27.51	6.22	2.57	4.86	64.66	148.29	200.55	90	95.94	58.6	66.65	78.56	108.18	109.09
PF3D7_1312700	PF3D7_1312700.1	9.87	2.72	2.13	7.12	317.78	625.42	891.52	320.61	N/A	18.08	4.43	3.65	49.5	234.08	261.9	124.93	35.92	45.84	39.72	126.54	236.09	133.19	63.94	55.96
PF3D7_1312800	PF3D7_1312800.1	209.28	25.56	8.75	3.92	19.05	145.85	466.48	1072.85	AAP2	360.69	106.28	18.81	5	24.23	78.33	142.33	343.69	249.09	103.04	64.61	106	223.33	354.69	279.89
